StudentID,Name,GPA,Major,Year,Credits
S00074,Student_74,3.67,Finance,Senior,127
S00075,Student_75,3.06,CS,Senior,88
S00076,Student_76,2.88,SE,Sophomore,55
S00077,Student_77,3.19,IT,Senior,118
S00078,Student_78,2.25,SE,Sophomore,113
S00079,Student_79,3.97,SE,Sophomore,125
S00080,Student_80,3.66,Finance,Senior,78
S00081,Student_81,1.63,Data Science,Senior,16
S00082,Student_82,1.66,SE,Sophomore,106
S00083,Student_83,2.64,AI,Freshman,55
S00084,Student_84,2.19,SE,Sophomore,54
S00085,Student_85,2.53,IT,Junior,40
S00086,Student_86,1.54,Business,Junior,39
S00087,Student_87,2.92,CS,Senior,74
S00088,Student_88,1.98,SE,Senior,10
S00089,Student_89,3.13,AI,Junior,128
S00090,Student_90,2.78,CS,Junior,126
S00091,Student_91,2.32,Business,Junior,77
S00092,Student_92,3.0,Data Science,Sophomore,125
S00093,Student_93,1.7,AI,Junior,80
S00094,Student_94,2.91,Finance,Junior,71
S00095,Student_95,3.36,AI,Junior,102
S00096,Student_96,3.01,SE,Sophomore,75
S00097,Student_97,1.85,CS,Freshman,0
S00098,Student_98,1.99,Finance,Freshman,131
S00099,Student_99,3.31,Finance,Senior,29
S00100,Student_100,3.0,IT,Sophomore,32
S00101,Student_101,2.99,CS,Sophomore,71
S00102,Student_102,3.57,Business,Freshman,91
S00103,Student_103,3.33,IT,Senior,106
S00104,Student_104,2.1,AI,Junior,93
S00105,Student_105,2.01,SE,Freshman,45
S00106,Student_106,3.57,CS,Junior,66
S00107,Student_107,3.88,AI,Junior,65
S00108,Student_108,2.59,SE,Sophomore,39
S00109,Student_109,2.43,Business,Sophomore,97
S00110,Student_110,2.14,AI,Senior,96
S00111,Student_111,1.79,AI,Sophomore,30
S00112,Student_112,2.0,Business,Sophomore,20
S00113,Student_113,2.16,IT,Sophomore,118
S00114,Student_114,1.84,IT,Senior,71
S00115,Student_115,3.95,CS,Freshman,40
S00116,Student_116,1.82,IT,Freshman,109
S00117,Student_117,2.43,Business,Senior,63
S00118,Student_118,1.96,CS,Sophomore,13
S00119,Student_119,2.83,SE,Junior,139
S00120,Student_120,2.11,CS,Sophomore,10
S00121,Student_121,1.68,Finance,Junior,81
S00122,Student_122,1.73,Business,Senior,108
S00123,Student_123,3.49,Finance,Junior,65
S00124,Student_124,2.2,SE,Sophomore,62
S00125,Student_125,1.9,CS,Freshman,52
S00126,Student_126,3.14,Business,Junior,89
S00127,Student_127,2.78,IT,Sophomore,35
S00128,Student_128,2.55,SE,Senior,13
S00129,Student_129,1.61,Business,Junior,103
S00130,Student_130,3.14,SE,Junior,114
S00131,Student_131,1.79,Finance,Junior,12
S00132,Student_132,1.86,Finance,Senior,65
S00133,Student_133,3.49,IT,Freshman,92
S00134,Student_134,3.36,SE,Senior,66
S00135,Student_135,2.28,AI,Freshman,128
S00136,Student_136,2.54,Data Science,Freshman,73
S00137,Student_137,2.88,Data Science,Freshman,101
S00138,Student_138,3.71,Finance,Junior,91
S00139,Student_139,3.65,AI,Freshman,124
S00140,Student_140,3.8,Data Science,Freshman,52
S00141,Student_141,1.61,CS,Freshman,31
S00142,Student_142,1.6,CS,Senior,130
S00143,Student_143,2.63,AI,Sophomore,29
S00144,Student_144,3.49,SE,Sophomore,103
S00145,Student_145,2.49,IT,Junior,132
S00146,Student_146,1.61,IT,Junior,69
S00147,Student_147,1.66,CS,Sophomore,35
S00148,Student_148,1.55,CS,Freshman,79
S00149,Student_149,2.53,AI,Freshman,74
S00150,Student_150,2.17,Finance,Freshman,41
S00151,Student_151,3.25,Finance,Senior,78
S00152,Student_152,3.42,SE,Sophomore,115
S00153,Student_153,1.79,IT,Freshman,58
S00154,Student_154,1.86,Business,Freshman,14
S00155,Student_155,3.85,IT,Sophomore,112
S00156,Student_156,3.4,Data Science,Freshman,89
S00157,Student_157,2.92,Business,Sophomore,104
S00158,Student_158,3.91,Finance,Junior,43
S00159,Student_159,3.94,AI,Junior,55
S00160,Student_160,3.86,CS,Senior,17
S00161,Student_161,2.64,CS,Freshman,73
S00162,Student_162,1.85,Business,Senior,118
S00163,Student_163,2.78,Finance,Senior,111
S00164,Student_164,2.83,AI,Sophomore,19
S00165,Student_165,3.85,CS,Junior,102
S00166,Student_166,1.62,Business,Senior,111
S00167,Student_167,1.78,SE,Sophomore,54
S00168,Student_168,3.05,Finance,Sophomore,137
S00169,Student_169,2.7,Finance,Sophomore,134
S00170,Student_170,2.37,CS,Senior,88
S00171,Student_171,1.6,Data Science,Senior,85
S00172,Student_172,2.97,IT,Freshman,67
S00173,Student_173,1.54,Finance,Senior,66
S00174,Student_174,3.2,SE,Senior,111
S00175,Student_175,1.87,IT,Freshman,54
S00176,Student_176,1.72,AI,Junior,67
S00177,Student_177,2.14,Finance,Junior,47
S00178,Student_178,2.18,CS,Sophomore,33
S00179,Student_179,3.42,CS,Senior,99
S00180,Student_180,2.27,Finance,Sophomore,105
S00181,Student_181,3.54,Business,Junior,136
S00182,Student_182,3.17,AI,Sophomore,109
S00183,Student_183,3.33,Data Science,Freshman,62
S00184,Student_184,2.6,Finance,Junior,12
S00185,Student_185,3.93,Business,Junior,46
S00186,Student_186,3.21,IT,Sophomore,98
S00187,Student_187,1.73,Finance,Senior,71
S00188,Student_188,3.93,CS,Senior,40
S00189,Student_189,2.09,Data Science,Sophomore,4
S00190,Student_190,3.43,AI,Senior,99
S00191,Student_191,2.8,Data Science,Freshman,27
S00192,Student_192,2.06,SE,Freshman,12
S00193,Student_193,2.21,Data Science,Freshman,102
S00194,Student_194,1.71,Finance,Junior,5
S00195,Student_195,1.79,Finance,Freshman,16
S00196,Student_196,1.87,Finance,Sophomore,25
S00197,Student_197,1.79,Business,Freshman,74
S00198,Student_198,3.72,Finance,Sophomore,21
S00199,Student_199,3.63,Data Science,Sophomore,6
S00200,Student_200,3.28,Business,Sophomore,54
S00201,Student_201,3.69,IT,Senior,57
S00202,Student_202,1.76,SE,Junior,18
S00203,Student_203,3.37,IT,Junior,72
S00204,Student_204,2.13,SE,Freshman,44
S00205,Student_205,1.67,Data Science,Junior,48
S00206,Student_206,1.84,SE,Junior,58
S00207,Student_207,1.9,Finance,Freshman,75
S00208,Student_208,2.72,Finance,Freshman,57
S00209,Student_209,2.51,SE,Senior,33
S00210,Student_210,1.63,SE,Junior,120
S00211,Student_211,2.85,Finance,Junior,120
S00212,Student_212,2.66,CS,Senior,13
S00213,Student_213,3.5,Finance,Junior,105
S00214,Student_214,1.53,IT,Freshman,35
S00215,Student_215,2.2,CS,Junior,86
S00216,Student_216,2.13,AI,Freshman,70
S00217,Student_217,3.96,IT,Senior,11
S00218,Student_218,2.84,CS,Freshman,118
S00219,Student_219,2.19,SE,Senior,121
S00220,Student_220,3.44,CS,Senior,65
S00221,Student_221,2.05,IT,Sophomore,56
S00222,Student_222,2.83,SE,Junior,60
S00223,Student_223,2.72,Data Science,Freshman,17
S00224,Student_224,1.69,Business,Senior,29
S00225,Student_225,1.94,AI,Freshman,52
S00226,Student_226,2.59,CS,Junior,55
S00227,Student_227,2.65,Business,Freshman,89
S00228,Student_228,2.2,IT,Freshman,21
S00229,Student_229,2.77,SE,Sophomore,4
S00230,Student_230,1.69,Finance,Freshman,83
S00231,Student_231,2.14,AI,Senior,138
S00232,Student_232,2.63,Finance,Senior,7
S00233,Student_233,1.68,Business,Junior,62
S00234,Student_234,3.81,CS,Senior,30
S00235,Student_235,2.19,CS,Freshman,140
S00236,Student_236,1.57,CS,Sophomore,5
S00237,Student_237,2.69,SE,Junior,56
S00238,Student_238,2.68,Data Science,Senior,3
S00239,Student_239,3.44,Business,Sophomore,73
S00240,Student_240,2.15,Finance,Senior,105
S00241,Student_241,3.83,Finance,Senior,61
S00242,Student_242,2.17,AI,Sophomore,66
S00243,Student_243,3.36,Data Science,Junior,11
S00244,Student_244,3.56,Data Science,Junior,136
S00245,Student_245,1.97,SE,Sophomore,23
S00246,Student_246,2.77,Data Science,Sophomore,50
S00247,Student_247,1.78,SE,Junior,50
S00248,Student_248,3.9,SE,Freshman,82
S00249,Student_249,1.66,CS,Junior,109
S00250,Student_250,2.43,Business,Senior,82
S00251,Student_251,3.44,IT,Freshman,102
S00252,Student_252,2.88,Finance,Senior,55
S00253,Student_253,3.9,Business,Junior,66
S00254,Student_254,3.72,Data Science,Senior,121
S00255,Student_255,3.8,Data Science,Junior,5
S00256,Student_256,2.46,Data Science,Freshman,96
S00257,Student_257,3.11,SE,Freshman,125
S00258,Student_258,2.86,SE,Freshman,99
S00259,Student_259,3.43,Finance,Freshman,106
S00260,Student_260,2.23,IT,Senior,34
S00261,Student_261,1.81,AI,Junior,134
S00262,Student_262,2.56,Business,Senior,62
S00263,Student_263,2.42,Finance,Junior,71
S00264,Student_264,3.59,IT,Senior,3
S00265,Student_265,3.63,Business,Freshman,40
S00266,Student_266,3.5,CS,Sophomore,41
S00267,Student_267,2.92,AI,Sophomore,106
S00268,Student_268,2.58,AI,Junior,68
S00269,Student_269,1.79,SE,Junior,31
S00270,Student_270,3.67,Data Science,Senior,38
S00271,Student_271,2.31,AI,Senior,55
S00272,Student_272,2.24,AI,Sophomore,93
S00273,Student_273,3.9,IT,Senior,105
S00274,Student_274,2.69,Data Science,Junior,127
S00275,Student_275,3.16,SE,Junior,64
S00276,Student_276,2.08,Data Science,Senior,28
S00277,Student_277,2.84,Finance,Junior,15
S00278,Student_278,1.74,Finance,Freshman,25
S00279,Student_279,2.31,AI,Junior,75
S00280,Student_280,1.51,Data Science,Senior,104
S00281,Student_281,2.84,Business,Junior,60
S00282,Student_282,2.05,AI,Sophomore,138
S00283,Student_283,2.62,IT,Junior,78
S00284,Student_284,2.82,Data Science,Freshman,63
S00285,Student_285,2.73,Data Science,Freshman,4
S00286,Student_286,3.69,IT,Junior,139
S00287,Student_287,3.48,SE,Sophomore,20
S00288,Student_288,2.28,IT,Sophomore,41
S00289,Student_289,1.66,Data Science,Junior,5
S00290,Student_290,2.71,Business,Junior,16
S00291,Student_291,1.91,SE,Junior,34
S00292,Student_292,3.79,CS,Freshman,111
S00293,Student_293,3.47,SE,Freshman,113
S00294,Student_294,3.21,SE,Senior,116
S00295,Student_295,3.1,SE,Freshman,97
S00296,Student_296,2.19,AI,Sophomore,57
S00297,Student_297,1.82,CS,Sophomore,123
S00298,Student_298,3.68,CS,Sophomore,4
S00299,Student_299,1.96,AI,Junior,74
S00300,Student_300,3.19,Finance,Sophomore,35
S00301,Student_301,3.61,Data Science,Senior,54
S00302,Student_302,1.62,Data Science,Junior,17
S00303,Student_303,1.54,SE,Sophomore,66
S00304,Student_304,2.57,AI,Senior,104
S00305,Student_305,3.65,SE,Freshman,50
S00306,Student_306,3.14,Business,Senior,76
S00307,Student_307,3.52,Business,Freshman,119
S00308,Student_308,3.09,Finance,Freshman,91
S00309,Student_309,3.44,SE,Sophomore,7
S00310,Student_310,1.6,AI,Freshman,120
S00311,Student_311,2.69,CS,Junior,65
S00312,Student_312,3.51,AI,Senior,58
S00313,Student_313,3.13,SE,Sophomore,96
S00314,Student_314,2.79,CS,Sophomore,93
S00315,Student_315,1.66,Business,Sophomore,35
S00316,Student_316,3.57,SE,Junior,60
S00317,Student_317,2.43,SE,Junior,21
S00318,Student_318,3.06,CS,Senior,137
S00319,Student_319,3.65,SE,Senior,20
S00320,Student_320,2.82,Business,Senior,75
S00321,Student_321,1.8,Business,Freshman,72
S00322,Student_322,3.0,Finance,Senior,115
S00323,Student_323,3.18,AI,Freshman,130
S00324,Student_324,3.72,Data Science,Sophomore,23
S00325,Student_325,1.87,Finance,Sophomore,61
S00326,Student_326,3.95,Finance,Junior,115
S00327,Student_327,1.69,SE,Senior,24
S00328,Student_328,2.47,Data Science,Sophomore,26
S00329,Student_329,3.06,Finance,Junior,48
S00330,Student_330,2.05,Business,Sophomore,123
S00331,Student_331,1.89,Business,Senior,97
S00332,Student_332,2.05,CS,Senior,77
S00333,Student_333,3.52,CS,Sophomore,80
S00334,Student_334,2.53,AI,Junior,43
S00335,Student_335,1.6,CS,Sophomore,5
S00336,Student_336,2.8,SE,Sophomore,33
S00337,Student_337,2.5,CS,Junior,7
S00338,Student_338,2.85,Finance,Junior,119
S00339,Student_339,2.12,Finance,Senior,69
S00340,Student_340,3.59,SE,Sophomore,13
S00341,Student_341,3.92,IT,Junior,43
S00342,Student_342,2.7,Data Science,Junior,34
S00343,Student_343,2.96,SE,Senior,102
S00344,Student_344,1.54,AI,Junior,90
S00345,Student_345,2.1,SE,Sophomore,53
S00346,Student_346,2.5,AI,Sophomore,36
S00347,Student_347,1.6,CS,Senior,135
S00348,Student_348,3.07,Business,Sophomore,40
S00349,Student_349,3.54,Data Science,Sophomore,0
S00350,Student_350,3.31,AI,Senior,89
S00351,Student_351,3.4,Finance,Freshman,113
S00352,Student_352,3.67,IT,Junior,18
S00353,Student_353,2.03,Finance,Freshman,99
S00354,Student_354,2.9,CS,Freshman,24
S00355,Student_355,1.69,AI,Senior,47
S00356,Student_356,1.61,Business,Freshman,9
S00357,Student_357,3.18,CS,Freshman,59
S00358,Student_358,3.82,Finance,Sophomore,15
S00359,Student_359,3.0,Business,Freshman,119
S00360,Student_360,1.97,SE,Freshman,81
S00361,Student_361,1.92,IT,Junior,19
S00362,Student_362,2.09,AI,Freshman,129
S00363,Student_363,2.18,Business,Junior,66
S00364,Student_364,2.4,AI,Sophomore,11
S00365,Student_365,3.43,CS,Senior,1
S00366,Student_366,2.13,IT,Freshman,117
S00367,Student_367,3.26,SE,Freshman,10
S00368,Student_368,3.92,Business,Sophomore,43
S00369,Student_369,1.6,Finance,Senior,23
S00370,Student_370,2.29,CS,Junior,46
S00371,Student_371,2.27,IT,Freshman,79
S00372,Student_372,2.34,CS,Freshman,125
S00373,Student_373,3.54,Business,Senior,101
S00374,Student_374,2.96,CS,Senior,89
S00375,Student_375,2.69,IT,Freshman,51
S00376,Student_376,3.26,Finance,Senior,83
S00377,Student_377,3.15,CS,Freshman,83
S00378,Student_378,2.23,IT,Senior,38
S00379,Student_379,3.0,Business,Freshman,126
S00380,Student_380,1.92,SE,Junior,37
S00381,Student_381,1.94,AI,Senior,130
S00382,Student_382,2.58,Data Science,Sophomore,109
S00383,Student_383,3.4,SE,Sophomore,3
S00384,Student_384,2.34,Finance,Junior,84
S00385,Student_385,1.92,CS,Senior,130
S00386,Student_386,2.51,SE,Senior,11
S00387,Student_387,2.1,CS,Sophomore,14
S00388,Student_388,2.17,SE,Sophomore,70
S00389,Student_389,1.99,SE,Senior,37
S00390,Student_390,3.94,Business,Junior,72
S00391,Student_391,2.89,SE,Freshman,44
S00392,Student_392,2.5,IT,Freshman,134
S00393,Student_393,3.1,CS,Junior,45
S00394,Student_394,2.49,CS,Freshman,31
S00395,Student_395,3.17,Data Science,Senior,67
S00396,Student_396,1.55,Finance,Sophomore,30
S00397,Student_397,3.08,Business,Senior,110
S00398,Student_398,3.8,CS,Senior,4
S00399,Student_399,3.96,IT,Junior,94
S00400,Student_400,1.75,IT,Senior,46
S00401,Student_401,3.7,IT,Sophomore,137
S00402,Student_402,2.99,Data Science,Senior,43
S00403,Student_403,1.78,Data Science,Junior,11
S00404,Student_404,1.82,SE,Junior,62
S00405,Student_405,3.7,AI,Sophomore,138
S00406,Student_406,3.37,Data Science,Sophomore,9
S00407,Student_407,1.79,Finance,Senior,115
S00408,Student_408,1.89,AI,Sophomore,66
S00409,Student_409,1.63,Finance,Sophomore,66
S00410,Student_410,2.59,IT,Senior,102
S00411,Student_411,3.09,CS,Freshman,140
S00412,Student_412,3.11,CS,Sophomore,128
S00413,Student_413,3.71,SE,Sophomore,62
S00414,Student_414,1.91,SE,Freshman,118
S00415,Student_415,2.62,AI,Junior,7
S00416,Student_416,3.64,AI,Junior,12
S00417,Student_417,2.53,CS,Freshman,105
S00418,Student_418,2.83,Data Science,Sophomore,105
S00419,Student_419,3.78,Business,Senior,113
S00420,Student_420,2.72,Finance,Sophomore,2
S00421,Student_421,1.67,AI,Freshman,84
S00422,Student_422,1.65,Business,Senior,111
S00423,Student_423,3.59,AI,Senior,113
S00424,Student_424,2.27,AI,Junior,60
S00425,Student_425,3.91,CS,Sophomore,131
S00426,Student_426,3.91,Data Science,Junior,135
S00427,Student_427,2.3,Data Science,Sophomore,128
S00428,Student_428,3.6,CS,Junior,70
S00429,Student_429,2.06,SE,Freshman,17
S00430,Student_430,1.73,AI,Freshman,32
S00431,Student_431,2.46,Business,Senior,85
S00432,Student_432,3.95,Data Science,Senior,129
S00433,Student_433,2.75,SE,Sophomore,19
S00434,Student_434,2.77,Business,Sophomore,119
S00435,Student_435,2.42,AI,Freshman,28
S00436,Student_436,2.23,CS,Sophomore,78
S00437,Student_437,2.44,AI,Freshman,124
S00438,Student_438,3.96,Data Science,Junior,106
S00439,Student_439,1.54,AI,Sophomore,38
S00440,Student_440,1.98,Finance,Sophomore,31
S00441,Student_441,2.52,IT,Sophomore,88
S00442,Student_442,2.68,IT,Sophomore,5
S00443,Student_443,3.08,CS,Freshman,121
S00444,Student_444,2.65,AI,Senior,30
S00445,Student_445,1.84,CS,Senior,99
S00446,Student_446,1.55,SE,Junior,32
S00447,Student_447,2.0,SE,Freshman,134
S00448,Student_448,3.15,Data Science,Senior,65
S00449,Student_449,1.86,Business,Freshman,99
S00450,Student_450,3.22,AI,Senior,46
S00451,Student_451,3.71,CS,Junior,26
S00452,Student_452,1.66,Finance,Sophomore,0
S00453,Student_453,3.79,Data Science,Freshman,113
S00454,Student_454,1.68,CS,Freshman,122
S00455,Student_455,3.05,Business,Sophomore,78
S00456,Student_456,1.9,IT,Sophomore,17
S00457,Student_457,1.59,Data Science,Sophomore,79
S00458,Student_458,1.65,IT,Senior,14
S00459,Student_459,2.52,AI,Junior,131
S00460,Student_460,3.17,CS,Freshman,99
S00461,Student_461,2.42,Finance,Junior,13
S00462,Student_462,3.25,CS,Freshman,89
S00463,Student_463,1.55,Business,Senior,10
S00464,Student_464,2.1,Business,Sophomore,72
S00465,Student_465,3.46,AI,Junior,137
S00466,Student_466,3.25,Finance,Freshman,2
S00467,Student_467,1.72,SE,Sophomore,45
S00468,Student_468,2.26,SE,Sophomore,45
S00469,Student_469,1.99,Finance,Sophomore,12
S00470,Student_470,3.65,Finance,Senior,15
S00471,Student_471,3.5,SE,Senior,56
S00472,Student_472,2.71,AI,Freshman,62
S00473,Student_473,2.38,Finance,Junior,108
S00474,Student_474,2.33,Data Science,Freshman,95
S00475,Student_475,2.03,Business,Junior,43
S00476,Student_476,2.0,CS,Senior,123
S00477,Student_477,3.88,AI,Sophomore,100
S00478,Student_478,3.91,AI,Sophomore,63
S00479,Student_479,2.99,AI,Freshman,88
S00480,Student_480,3.51,Data Science,Sophomore,51
S00481,Student_481,2.31,Business,Sophomore,80
S00482,Student_482,3.79,CS,Junior,3
S00483,Student_483,2.26,SE,Senior,39
S00484,Student_484,2.52,Finance,Senior,105
S00485,Student_485,2.44,AI,Senior,119
S00486,Student_486,3.75,Finance,Junior,134
S00487,Student_487,2.84,CS,Sophomore,34
S00488,Student_488,2.63,Business,Senior,62
S00489,Student_489,3.51,IT,Senior,122
S00490,Student_490,3.03,AI,Junior,124
S00491,Student_491,1.8,Business,Senior,6
S00492,Student_492,2.91,CS,Junior,117
S00493,Student_493,3.39,Business,Freshman,30
S00494,Student_494,2.95,Finance,Senior,12
S00495,Student_495,2.41,Business,Freshman,41
S00496,Student_496,2.45,Data Science,Junior,62
S00497,Student_497,3.11,AI,Sophomore,51
S00498,Student_498,3.52,CS,Freshman,130
S00499,Student_499,2.89,Data Science,Senior,41
S00500,Student_500,3.02,Data Science,Junior,44
S00501,Student_501,3.19,SE,Senior,112
S00502,Student_502,2.32,SE,Freshman,78
S00503,Student_503,2.92,Business,Senior,108
S00504,Student_504,1.85,Data Science,Sophomore,87
S00505,Student_505,3.97,IT,Senior,129
S00506,Student_506,3.12,AI,Freshman,131
S00507,Student_507,2.87,SE,Junior,71
S00508,Student_508,3.66,IT,Sophomore,133
S00509,Student_509,3.16,CS,Sophomore,57
S00510,Student_510,3.7,Data Science,Junior,4
S00511,Student_511,2.48,Finance,Junior,6
S00512,Student_512,2.56,Data Science,Freshman,78
S00513,Student_513,2.12,CS,Senior,115
S00514,Student_514,3.34,IT,Senior,110
S00515,Student_515,3.71,Data Science,Freshman,132
S00516,Student_516,1.77,IT,Freshman,48
S00517,Student_517,1.97,AI,Junior,108
S00518,Student_518,3.1,CS,Sophomore,90
S00519,Student_519,2.81,Finance,Senior,116
S00520,Student_520,3.45,AI,Junior,57
S00521,Student_521,1.98,Data Science,Junior,133
S00522,Student_522,1.87,Data Science,Junior,82
S00523,Student_523,2.26,IT,Freshman,58
S00524,Student_524,2.53,Data Science,Sophomore,110
S00525,Student_525,2.52,Data Science,Junior,59
S00526,Student_526,3.9,SE,Senior,38
S00527,Student_527,2.27,CS,Junior,111
S00528,Student_528,2.95,Data Science,Freshman,54
S00529,Student_529,3.77,IT,Freshman,72
S00530,Student_530,2.13,CS,Junior,18
S00531,Student_531,2.93,AI,Sophomore,3
S00532,Student_532,3.48,Finance,Freshman,43
S00533,Student_533,2.77,IT,Junior,140
S00534,Student_534,3.15,Data Science,Senior,21
S00535,Student_535,3.19,Data Science,Sophomore,63
S00536,Student_536,3.1,Business,Senior,94
S00537,Student_537,2.44,Data Science,Senior,101
S00538,Student_538,3.02,Business,Senior,61
S00539,Student_539,3.95,CS,Junior,45
S00540,Student_540,3.34,Business,Freshman,79
S00541,Student_541,2.82,Data Science,Freshman,123
S00542,Student_542,2.8,Data Science,Freshman,68
S00543,Student_543,2.37,CS,Freshman,73
S00544,Student_544,1.64,SE,Junior,29
S00545,Student_545,3.11,AI,Sophomore,60
S00546,Student_546,3.91,SE,Junior,127
S00547,Student_547,2.64,CS,Freshman,55
S00548,Student_548,2.27,IT,Freshman,2
S00549,Student_549,2.11,SE,Sophomore,123
S00550,Student_550,1.73,IT,Senior,18
S00551,Student_551,3.28,AI,Junior,74
S00552,Student_552,3.02,IT,Senior,91
S00553,Student_553,2.58,CS,Sophomore,98
S00554,Student_554,2.12,IT,Sophomore,73
S00555,Student_555,2.33,Business,Junior,9
S00556,Student_556,2.06,Business,Junior,36
S00557,Student_557,3.26,Data Science,Junior,84
S00558,Student_558,1.63,Finance,Freshman,89
S00559,Student_559,3.93,Finance,Freshman,21
S00560,Student_560,1.88,Business,Freshman,117
S00561,Student_561,3.32,AI,Freshman,65
S00562,Student_562,3.9,IT,Senior,57
S00563,Student_563,1.57,Data Science,Freshman,121
S00564,Student_564,1.9,IT,Senior,66
S00565,Student_565,2.59,Finance,Junior,22
S00566,Student_566,2.06,Data Science,Senior,25
S00567,Student_567,2.67,Business,Sophomore,102
S00568,Student_568,3.66,AI,Sophomore,23
S00569,Student_569,1.67,AI,Freshman,136
S00570,Student_570,2.0,CS,Junior,52
S00571,Student_571,3.44,Data Science,Freshman,124
S00572,Student_572,3.45,AI,Sophomore,128
S00573,Student_573,2.02,SE,Senior,17
S00574,Student_574,2.88,CS,Sophomore,128
S00575,Student_575,3.04,IT,Sophomore,126
S00576,Student_576,2.41,Data Science,Senior,128
S00577,Student_577,2.84,SE,Junior,93
S00578,Student_578,1.66,IT,Junior,119
S00579,Student_579,3.79,AI,Sophomore,83
S00580,Student_580,2.18,Data Science,Senior,22
S00581,Student_581,3.62,Business,Freshman,122
S00582,Student_582,2.64,AI,Senior,3
S00583,Student_583,3.26,SE,Senior,109
S00584,Student_584,3.75,SE,Freshman,17
S00585,Student_585,2.36,CS,Freshman,60
S00586,Student_586,2.4,Finance,Freshman,69
S00587,Student_587,1.62,SE,Senior,126
S00588,Student_588,1.96,Business,Junior,79
S00589,Student_589,2.61,IT,Junior,40
S00590,Student_590,3.45,Data Science,Senior,83
S00591,Student_591,2.7,Business,Senior,104
S00592,Student_592,1.99,Business,Junior,72
S00593,Student_593,3.38,Data Science,Sophomore,12
S00594,Student_594,2.78,Finance,Senior,37
S00595,Student_595,2.67,Business,Senior,8
S00596,Student_596,3.0,CS,Sophomore,85
S00597,Student_597,3.55,Finance,Junior,48
S00598,Student_598,1.77,IT,Junior,97
S00599,Student_599,2.9,CS,Junior,89
S00600,Student_600,2.39,IT,Senior,25
S00601,Student_601,2.79,IT,Senior,14
S00602,Student_602,2.45,Finance,Sophomore,97
