StudentID,Name,GPA,Major,Year,Credits
S00782,Student_782,3.64,Finance,Junior,54
S00784,Student_784,3.59,Data Science,Sophomore,126
S00785,Student_785,3.79,Data Science,Senior,110
S00799,Student_799,3.57,AI,Freshman,100
S00802,Student_802,3.95,Data Science,Junior,41
S00807,Student_807,3.54,SE,Freshman,92
S00808,Student_808,3.81,Business,Senior,93
S00816,Student_816,3.62,SE,Sophomore,39
S00822,Student_822,3.65,Finance,Freshman,89
S00825,Student_825,3.73,SE,Freshman,98
S00828,Student_828,3.65,Data Science,Junior,138
S00833,Student_833,3.54,SE,Senior,140
S00836,Student_836,3.84,Finance,Junior,67
S00838,Student_838,3.58,IT,Senior,4
S00841,Student_841,3.8,CS,Junior,130
S00855,Student_855,3.99,SE,Senior,86
S00858,Student_858,3.77,IT,Junior,57
S00861,Student_861,3.51,IT,Sophomore,135
S00863,Student_863,3.69,Data Science,Sophomore,20
S00867,Student_867,3.93,CS,Senior,55
S00877,Student_877,3.52,SE,Senior,139
S00886,Student_886,3.82,Finance,Junior,99
S00891,Student_891,3.6,Business,Freshman,122
S00900,Student_900,3.83,SE,Sophomore,68
S00910,Student_910,3.88,AI,Sophomore,118
S00911,Student_911,3.52,Business,Senior,33
S00920,Student_920,3.75,Business,Sophomore,71
S00926,Student_926,3.69,Business,Sophomore,123
S00930,Student_930,3.85,Finance,Junior,20
S00933,Student_933,3.72,Data Science,Senior,2
S00939,Student_939,3.64,IT,Senior,74
S00945,Student_945,3.76,Data Science,Freshman,35
S00952,Student_952,3.9,Business,Senior,13
S00960,Student_960,3.65,Finance,Freshman,12
S00961,Student_961,3.52,Finance,Senior,139
S00974,Student_974,3.54,SE,Junior,138
S00985,Student_985,3.54,AI,Sophomore,52
S00990,Student_990,3.76,CS,Senior,71
S00993,Student_993,3.73,Business,Sophomore,105
S00995,Student_995,3.6,Data Science,Sophomore,62
S00996,Student_996,3.79,Business,Senior,56
S00998,Student_998,3.81,SE,Senior,105
S01000,Student_1000,3.81,Data Science,Senior,21
S01001,Student_1001,3.92,IT,Sophomore,22
S01003,Student_1003,3.88,Business,Senior,106
S01023,Student_1023,3.92,Business,Senior,72
S01041,Student_1041,3.98,SE,Sophomore,94
S01044,Student_1044,3.81,AI,Sophomore,22
S01045,Student_1045,3.65,CS,Senior,100
S01047,Student_1047,3.89,Finance,Sophomore,114
S01048,Student_1048,3.65,CS,Freshman,43
S01052,Student_1052,3.53,Data Science,Senior,67
S01056,Student_1056,3.85,SE,Sophomore,127
S01058,Student_1058,3.51,IT,Junior,104
S01059,Student_1059,3.69,Data Science,Freshman,38
S01073,Student_1073,3.81,AI,Junior,17
S01074,Student_1074,3.56,AI,Sophomore,132
S01076,Student_1076,4.0,SE,Junior,22
S01078,Student_1078,3.66,SE,Sophomore,137
S01092,Student_1092,3.66,Data Science,Junior,139
S01096,Student_1096,3.72,Finance,Junior,26
S01101,Student_1101,3.54,Finance,Senior,102
S01108,Student_1108,4.0,IT,Senior,67
S01110,Student_1110,3.81,Data Science,Freshman,77
S01115,Student_1115,3.89,SE,Sophomore,16
S01116,Student_1116,3.96,IT,Sophomore,42
S01118,Student_1118,3.74,Data Science,Senior,111
S01131,Student_1131,3.79,Finance,Freshman,119
S01138,Student_1138,3.86,Data Science,Junior,107
S01143,Student_1143,3.82,SE,Freshman,68
S01146,Student_1146,3.65,Finance,Sophomore,102
S01152,Student_1152,3.89,Finance,Senior,12
S01156,Student_1156,3.98,IT,Freshman,102
S01160,Student_1160,3.87,Finance,Junior,18
S01163,Student_1163,3.75,IT,Senior,7
S01173,Student_1173,3.86,IT,Sophomore,14
S01175,Student_1175,3.56,Business,Sophomore,56
S01179,Student_1179,3.92,Finance,Sophomore,93
S01182,Student_1182,3.98,CS,Sophomore,82
S01184,Student_1184,3.97,Data Science,Freshman,82
S01187,Student_1187,3.86,AI,Freshman,108
S01188,Student_1188,3.62,Data Science,Sophomore,100
S01189,Student_1189,3.81,IT,Junior,43
S01192,Student_1192,3.66,Finance,Freshman,24
S01201,Student_1201,3.72,IT,Freshman,72
S01205,Student_1205,3.52,SE,Sophomore,89
S01216,Student_1216,3.55,CS,Freshman,98
S01217,Student_1217,3.98,AI,Freshman,61
S01223,Student_1223,3.82,IT,Freshman,82
S01234,Student_1234,3.53,Business,Freshman,74
S01241,Student_1241,3.94,Business,Freshman,33
S01243,Student_1243,3.54,CS,Junior,52
S01244,Student_1244,3.82,IT,Senior,90
S01245,Student_1245,3.7,Business,Freshman,25
S01246,Student_1246,3.81,Finance,Senior,94
S01248,Student_1248,3.95,AI,Freshman,101
S01249,Student_1249,3.67,Finance,Junior,73
S01254,Student_1254,3.67,IT,Junior,125
S01262,Student_1262,3.85,Business,Sophomore,1
S01267,Student_1267,3.75,AI,Senior,125
S01271,Student_1271,3.64,CS,Junior,139
S01274,Student_1274,3.94,SE,Sophomore,90
S01276,Student_1276,3.76,SE,Sophomore,82
S01280,Student_1280,3.76,SE,Senior,88
S01284,Student_1284,3.73,Business,Sophomore,138
S01288,Student_1288,3.94,Business,Junior,138
S01300,Student_1300,3.81,CS,Senior,82
S01311,Student_1311,3.71,CS,Junior,93
S01312,Student_1312,3.78,AI,Sophomore,19
S01313,Student_1313,3.9,CS,Senior,50
S01316,Student_1316,3.78,IT,Junior,90
S01318,Student_1318,3.71,AI,Senior,11
S01336,Student_1336,3.59,AI,Senior,65
S01339,Student_1339,3.72,CS,Senior,85
S01362,Student_1362,3.65,CS,Sophomore,10
S01364,Student_1364,3.88,Business,Senior,129
S01372,Student_1372,3.51,CS,Senior,74
S01373,Student_1373,3.59,IT,Sophomore,113
S01376,Student_1376,3.52,AI,Senior,88
S01381,Student_1381,3.66,IT,Junior,43
S01387,Student_1387,3.67,Finance,Junior,123
S01390,Student_1390,3.61,CS,Junior,62
S01391,Student_1391,3.93,Finance,Freshman,65
S01400,Student_1400,3.93,CS,Sophomore,87
S01401,Student_1401,3.66,Data Science,Senior,121
S01406,Student_1406,3.59,IT,Senior,13
S01409,Student_1409,3.8,AI,Sophomore,51
S01414,Student_1414,3.59,Data Science,Sophomore,97
S01430,Student_1430,3.85,Finance,Senior,18
S01435,Student_1435,3.65,Finance,Junior,41
S01439,Student_1439,3.67,Business,Freshman,55
S01440,Student_1440,3.51,IT,Sophomore,127
S01441,Student_1441,3.71,Data Science,Sophomore,103
S01443,Student_1443,3.72,Business,Senior,111
S01452,Student_1452,4.0,Finance,Junior,11
S01457,Student_1457,3.66,CS,Sophomore,112
S01459,Student_1459,3.64,AI,Freshman,5
S01460,Student_1460,3.51,IT,Sophomore,37
S01465,Student_1465,3.96,IT,Sophomore,37
S01471,Student_1471,3.67,Data Science,Senior,130
S01479,Student_1479,3.67,IT,Senior,100
S01484,Student_1484,3.58,Data Science,Junior,105
S01486,Student_1486,3.7,CS,Junior,120
S01509,Student_1509,3.94,Data Science,Sophomore,10
S01510,Student_1510,3.8,Business,Senior,57
S01514,Student_1514,3.79,Business,Sophomore,42
S01515,Student_1515,3.57,Business,Junior,11
S01516,Student_1516,3.82,CS,Junior,92
S01517,Student_1517,3.77,SE,Junior,37
S01528,Student_1528,3.72,Finance,Junior,7
S01538,Student_1538,3.52,Business,Senior,37
S01539,Student_1539,3.59,SE,Sophomore,139
S01548,Student_1548,3.92,Business,Sophomore,112
S01561,Student_1561,3.96,IT,Sophomore,3
S01572,Student_1572,3.83,AI,Junior,27
S01578,Student_1578,3.74,Business,Freshman,132
S01579,Student_1579,3.85,SE,Sophomore,25
S01580,Student_1580,3.54,Finance,Senior,6
S01581,Student_1581,3.68,SE,Junior,130
S01582,Student_1582,3.58,Finance,Junior,37
S01583,Student_1583,3.96,SE,Freshman,67
S01586,Student_1586,3.83,SE,Junior,50
S01587,Student_1587,3.7,CS,Freshman,72
S01597,Student_1597,3.61,Data Science,Sophomore,66
S01607,Student_1607,3.68,Data Science,Freshman,35
S01612,Student_1612,3.92,SE,Sophomore,29
S01614,Student_1614,3.95,IT,Sophomore,43
S01620,Student_1620,3.53,AI,Sophomore,83
S01624,Student_1624,3.77,CS,Freshman,0
S01633,Student_1633,3.97,Finance,Junior,75
S01637,Student_1637,3.54,SE,Junior,70
S01640,Student_1640,3.65,Business,Junior,81
S01645,Student_1645,3.64,AI,Freshman,91
S01649,Student_1649,3.63,CS,Senior,66
S01654,Student_1654,3.74,Business,Junior,89
S01655,Student_1655,3.87,Business,Senior,56
S01661,Student_1661,3.86,Finance,Junior,20
S01666,Student_1666,3.88,Business,Freshman,67
S01670,Student_1670,3.89,CS,Sophomore,13
S01674,Student_1674,3.79,IT,Sophomore,130
S01676,Student_1676,3.81,Business,Freshman,89
S01684,Student_1684,3.65,Business,Sophomore,69
S01686,Student_1686,3.57,CS,Sophomore,48
S01688,Student_1688,3.67,CS,Junior,133
S01692,Student_1692,3.58,CS,Senior,131
S01698,Student_1698,3.61,SE,Sophomore,137
S01704,Student_1704,3.52,Finance,Senior,99
S01705,Student_1705,3.72,SE,Junior,89
S01710,Student_1710,3.95,CS,Senior,60
S01711,Student_1711,3.81,IT,Senior,110
S01716,Student_1716,3.55,Business,Freshman,30
S01717,Student_1717,3.82,CS,Sophomore,110
S01719,Student_1719,3.68,SE,Senior,68
S01721,Student_1721,3.62,SE,Freshman,18
S01722,Student_1722,3.71,Business,Senior,27
S01731,Student_1731,3.77,SE,Junior,9
S01736,Student_1736,3.6,CS,Sophomore,95
S01745,Student_1745,3.63,AI,Sophomore,130
S01751,Student_1751,4.0,SE,Senior,45
S01753,Student_1753,3.69,CS,Junior,77
S01755,Student_1755,3.64,Data Science,Sophomore,12
S01760,Student_1760,3.72,Business,Junior,110
S01769,Student_1769,3.9,Data Science,Senior,105
S01772,Student_1772,3.94,AI,Senior,73
S01777,Student_1777,3.53,Data Science,Junior,32
S01780,Student_1780,3.88,Business,Freshman,114
S01784,Student_1784,3.59,SE,Senior,30
S01792,Student_1792,3.94,CS,Senior,42
S01795,Student_1795,3.71,Finance,Freshman,124
S01797,Student_1797,3.71,Data Science,Freshman,115
S01798,Student_1798,3.96,Data Science,Freshman,97
S01804,Student_1804,3.92,IT,Freshman,17
S01805,Student_1805,3.74,Data Science,Sophomore,40
S01811,Student_1811,3.73,Data Science,Junior,52
S01813,Student_1813,3.57,IT,Junior,47
S01814,Student_1814,3.53,Data Science,Freshman,89
S01821,Student_1821,3.73,AI,Junior,51
S01823,Student_1823,3.54,SE,Sophomore,125
S01827,Student_1827,3.6,IT,Freshman,102
S01836,Student_1836,3.61,Finance,Senior,72
S01845,Student_1845,3.92,AI,Sophomore,63
S01849,Student_1849,3.92,SE,Freshman,87
S01851,Student_1851,3.59,Business,Junior,11
S01860,Student_1860,3.65,Data Science,Sophomore,6
S01861,Student_1861,3.51,AI,Sophomore,31
S01871,Student_1871,3.75,SE,Sophomore,34
S01872,Student_1872,3.93,IT,Senior,8
S01873,Student_1873,3.93,AI,Junior,100
S01879,Student_1879,3.9,SE,Sophomore,19
S01887,Student_1887,3.92,Finance,Junior,90
S01908,Student_1908,3.87,AI,Sophomore,89
S01909,Student_1909,3.65,Business,Sophomore,59
S01927,Student_1927,3.6,SE,Sophomore,25
S01928,Student_1928,3.54,CS,Freshman,140
S01930,Student_1930,3.94,Data Science,Senior,1
S01931,Student_1931,3.81,CS,Junior,80
S01937,Student_1937,3.55,Data Science,Sophomore,84
S01944,Student_1944,3.55,Data Science,Freshman,109
S01945,Student_1945,3.83,Data Science,Junior,11
S01956,Student_1956,3.87,Business,Freshman,4
S01957,Student_1957,3.88,IT,Junior,8
S01969,Student_1969,3.63,CS,Sophomore,126
S01971,Student_1971,3.58,Business,Senior,133
S01973,Student_1973,3.77,Business,Junior,136
S01979,Student_1979,3.85,IT,Senior,17
S01987,Student_1987,3.52,IT,Senior,70
S01996,Student_1996,3.8,Data Science,Junior,15
S02001,Student_2001,3.77,AI,Senior,2
S02003,Student_2003,3.83,Data Science,Sophomore,23
S02008,Student_2008,3.79,Business,Freshman,55
S02019,Student_2019,3.58,Data Science,Senior,67
S02023,Student_2023,3.76,CS,Junior,97
S02029,Student_2029,3.65,CS,Freshman,130
S02037,Student_2037,3.73,AI,Senior,130
S02047,Student_2047,3.61,Finance,Sophomore,120
S02049,Student_2049,3.87,AI,Senior,99
S02055,Student_2055,3.93,AI,Sophomore,112
S02056,Student_2056,3.53,Finance,Junior,42
S02066,Student_2066,3.6,Data Science,Senior,58
S02067,Student_2067,3.84,Business,Freshman,92
S02073,Student_2073,3.73,CS,Junior,60
S02085,Student_2085,3.99,CS,Sophomore,86
S02088,Student_2088,3.72,SE,Sophomore,29
S02093,Student_2093,3.63,AI,Freshman,99
S02100,Student_2100,3.6,AI,Sophomore,113
S02101,Student_2101,3.85,Finance,Senior,104
S02105,Student_2105,3.58,CS,Freshman,134
S02115,Student_2115,3.94,SE,Junior,5
S02116,Student_2116,3.6,CS,Sophomore,33
S02119,Student_2119,3.92,Business,Junior,84
S02122,Student_2122,3.8,Data Science,Senior,60
S02123,Student_2123,3.64,Finance,Junior,26
S02128,Student_2128,3.76,Finance,Freshman,98
S02131,Student_2131,3.64,Finance,Junior,35
S02136,Student_2136,4.0,CS,Senior,92
S02150,Student_2150,3.96,SE,Freshman,91
S02155,Student_2155,3.71,Business,Junior,60
S02160,Student_2160,3.85,SE,Senior,52
S02162,Student_2162,3.96,AI,Sophomore,75
S02166,Student_2166,3.95,Data Science,Sophomore,71
S02167,Student_2167,3.97,SE,Sophomore,134
S02173,Student_2173,3.57,Finance,Sophomore,27
S02184,Student_2184,3.55,AI,Freshman,82
S02188,Student_2188,3.71,Business,Sophomore,136
S02190,Student_2190,3.83,SE,Freshman,121
S02191,Student_2191,3.68,Data Science,Junior,45
S02193,Student_2193,3.57,IT,Junior,135
S02206,Student_2206,3.73,AI,Junior,41
S02212,Student_2212,3.87,SE,Sophomore,52
S02218,Student_2218,3.72,SE,Junior,132
S02221,Student_2221,3.6,CS,Sophomore,105
S02222,Student_2222,3.75,Business,Freshman,50
S02223,Student_2223,3.87,IT,Freshman,125
S02224,Student_2224,3.63,AI,Sophomore,77
S02225,Student_2225,3.57,CS,Freshman,47
S02227,Student_2227,3.68,IT,Senior,59
S02229,Student_2229,3.94,CS,Senior,1
S02238,Student_2238,3.53,Finance,Freshman,8
S02239,Student_2239,3.84,AI,Sophomore,65
S02240,Student_2240,3.86,SE,Junior,92
S02243,Student_2243,3.79,CS,Freshman,125
S02251,Student_2251,3.77,CS,Junior,55
S02256,Student_2256,3.95,Business,Junior,95
S02258,Student_2258,3.72,IT,Sophomore,44
S02261,Student_2261,3.86,Business,Senior,30
S02263,Student_2263,3.52,CS,Senior,121
S02280,Student_2280,3.73,CS,Senior,44
S02286,Student_2286,4.0,Finance,Junior,103
S02290,Student_2290,3.97,Business,Freshman,110
S02291,Student_2291,3.64,Business,Freshman,82
S02303,Student_2303,3.86,IT,Junior,13
S02309,Student_2309,3.7,Business,Senior,4
S02318,Student_2318,3.83,IT,Sophomore,133
S02328,Student_2328,3.91,Business,Senior,120
S02333,Student_2333,3.85,SE,Junior,10
S02341,Student_2341,3.9,Business,Freshman,11
S02343,Student_2343,3.74,CS,Senior,45
S02346,Student_2346,3.56,IT,Junior,6
S02350,Student_2350,3.62,AI,Junior,28
S02355,Student_2355,3.52,Finance,Junior,136
S02360,Student_2360,3.64,Data Science,Junior,121
S02369,Student_2369,3.91,SE,Freshman,36
S02370,Student_2370,3.66,Data Science,Junior,8
S02373,Student_2373,3.51,Business,Sophomore,63
S02377,Student_2377,3.64,Data Science,Junior,13
S02385,Student_2385,3.68,SE,Junior,86
S02391,Student_2391,3.79,Data Science,Junior,104
S02398,Student_2398,3.96,AI,Freshman,127
S02400,Student_2400,3.56,AI,Junior,16
S02410,Student_2410,3.65,Data Science,Junior,139
S02413,Student_2413,3.68,AI,Junior,79
S02414,Student_2414,3.9,IT,Senior,40
S02417,Student_2417,3.58,Business,Freshman,4
S02423,Student_2423,3.52,Business,Freshman,48
S02424,Student_2424,3.75,Business,Sophomore,14
S02440,Student_2440,3.51,CS,Sophomore,61
S02442,Student_2442,3.76,IT,Senior,133
S02446,Student_2446,3.89,Finance,Senior,120
S02450,Student_2450,3.58,AI,Freshman,61
S02453,Student_2453,3.93,Finance,Freshman,35
S02467,Student_2467,3.59,CS,Senior,131
S02469,Student_2469,3.97,CS,Senior,19
S02470,Student_2470,3.84,CS,Junior,73
S02477,Student_2477,3.95,Finance,Senior,48
S02482,Student_2482,3.78,SE,Senior,78
S02485,Student_2485,3.78,Finance,Freshman,28
S02489,Student_2489,3.64,Data Science,Freshman,60
S02491,Student_2491,3.75,CS,Junior,123
S02495,Student_2495,3.51,SE,Senior,13
S02499,Student_2499,3.66,SE,Junior,83
S02501,Student_2501,3.65,Business,Freshman,81
S02503,Student_2503,3.71,Finance,Freshman,46
S02506,Student_2506,3.84,AI,Junior,137
S02507,Student_2507,3.52,CS,Sophomore,94
S02511,Student_2511,3.58,AI,Freshman,41
S02515,Student_2515,3.97,Finance,Senior,39
S02518,Student_2518,3.59,Data Science,Freshman,54
S02527,Student_2527,3.83,SE,Sophomore,95
S02528,Student_2528,3.93,SE,Sophomore,2
S02535,Student_2535,3.99,AI,Sophomore,56
S02537,Student_2537,3.53,SE,Senior,90
S02538,Student_2538,3.97,IT,Junior,58
S02539,Student_2539,3.78,Finance,Sophomore,100
S02547,Student_2547,3.59,Business,Junior,123
S02550,Student_2550,3.79,Business,Freshman,61
S02556,Student_2556,3.95,Business,Sophomore,30
S02564,Student_2564,3.99,AI,Senior,39
S02566,Student_2566,3.9,CS,Sophomore,70
S02573,Student_2573,3.65,SE,Freshman,27
S02576,Student_2576,3.83,IT,Senior,119
S02578,Student_2578,3.56,Business,Junior,51
S02583,Student_2583,3.67,SE,Junior,88
S02585,Student_2585,3.61,AI,Senior,133
S02596,Student_2596,3.7,CS,Junior,5
S02602,Student_2602,3.85,AI,Sophomore,70
S02603,Student_2603,3.65,IT,Sophomore,92
S02606,Student_2606,3.64,Data Science,Freshman,63
S02610,Student_2610,3.52,Data Science,Sophomore,19
S02614,Student_2614,3.74,IT,Senior,10
S02615,Student_2615,3.59,CS,Junior,73
S02618,Student_2618,3.59,Business,Junior,81
S02621,Student_2621,3.75,Data Science,Sophomore,39
S02624,Student_2624,3.95,CS,Junior,2
S02626,Student_2626,3.72,IT,Freshman,138
S02628,Student_2628,3.66,CS,Junior,8
S02630,Student_2630,3.93,SE,Senior,44
S02639,Student_2639,3.64,Data Science,Freshman,136
S02652,Student_2652,3.69,SE,Junior,83
S02659,Student_2659,3.91,Business,Junior,99
S02665,Student_2665,3.69,SE,Junior,80
S02666,Student_2666,3.96,IT,Sophomore,125
S02670,Student_2670,3.97,SE,Sophomore,77
S02676,Student_2676,3.94,AI,Junior,48
S02684,Student_2684,3.77,SE,Sophomore,113
S02687,Student_2687,3.99,CS,Senior,123
S02689,Student_2689,3.51,Data Science,Sophomore,40
S02692,Student_2692,3.72,Data Science,Sophomore,57
S02693,Student_2693,3.52,Finance,Junior,94
S02697,Student_2697,3.65,SE,Senior,37
S02711,Student_2711,3.73,SE,Junior,111
S02712,Student_2712,3.61,Data Science,Junior,86
S02732,Student_2732,3.81,Data Science,Senior,109
S02737,Student_2737,3.53,SE,Junior,83
S02738,Student_2738,3.59,IT,Freshman,75
S02739,Student_2739,3.84,SE,Junior,117
S02745,Student_2745,3.76,IT,Junior,108
S02746,Student_2746,3.71,Finance,Freshman,133
S02760,Student_2760,3.58,CS,Senior,137
S02764,Student_2764,3.82,Business,Junior,128
S02767,Student_2767,3.55,Data Science,Junior,130
S02778,Student_2778,3.88,Business,Freshman,130
S02783,Student_2783,3.59,SE,Senior,36
S02785,Student_2785,3.67,Data Science,Junior,129
S02792,Student_2792,3.62,AI,Freshman,11
S02806,Student_2806,3.97,Data Science,Sophomore,2
S02813,Student_2813,3.89,IT,Freshman,103
S02816,Student_2816,3.65,Business,Junior,6
S02821,Student_2821,3.64,Data Science,Junior,33
S02829,Student_2829,3.75,Data Science,Junior,58
S02830,Student_2830,3.7,SE,Freshman,33
S02831,Student_2831,3.71,SE,Junior,73
S02835,Student_2835,3.79,IT,Sophomore,126
S02839,Student_2839,3.93,Business,Junior,17
S02840,Student_2840,3.99,Data Science,Senior,102
S02841,Student_2841,3.55,SE,Junior,96
S02853,Student_2853,3.53,AI,Senior,96
S02863,Student_2863,3.99,Data Science,Senior,39
S02868,Student_2868,4.0,IT,Sophomore,29
S02871,Student_2871,3.53,Data Science,Senior,128
S02875,Student_2875,3.64,Finance,Senior,20
S02881,Student_2881,3.72,Finance,Sophomore,36
S02884,Student_2884,3.68,Finance,Sophomore,66
S02885,Student_2885,3.6,SE,Sophomore,11
S02886,Student_2886,3.9,Finance,Freshman,78
S02887,Student_2887,3.85,SE,Sophomore,49
S02895,Student_2895,3.57,Business,Sophomore,83
S02899,Student_2899,3.77,Business,Junior,130
S02903,Student_2903,3.72,Data Science,Senior,39
S02905,Student_2905,3.67,IT,Senior,136
S02917,Student_2917,3.69,Finance,Sophomore,66
