StudentID,Name,GPA,Major,Year,Credits
S00893,Student_893,3.29,CS,Junior,44
S00896,Student_896,3.45,CS,Freshman,126
S00904,Student_904,3.39,CS,Sophomore,112
S00922,Student_922,3.1,CS,Freshman,137
S00924,Student_924,1.53,CS,Freshman,88
S00927,Student_927,2.15,CS,Freshman,109
S00934,Student_934,3.43,CS,Freshman,120
S00938,Student_938,2.64,CS,Junior,51
S00942,Student_942,2.39,CS,Junior,36
S00948,Student_948,3.35,CS,Freshman,122
S00951,Student_951,2.2,CS,Sophomore,37
S00962,Student_962,2.1,CS,Senior,30
S00980,Student_980,2.85,CS,Senior,102
S00982,Student_982,2.27,CS,Senior,39
S00986,Student_986,3.1,CS,Senior,59
S00987,Student_987,2.28,CS,Sophomore,18
S00989,Student_989,2.04,CS,Junior,110
S00992,Student_992,2.83,CS,Senior,11
S01008,Student_1008,2.69,CS,Sophomore,73
S01009,Student_1009,3.22,CS,Sophomore,64
S01012,Student_1012,2.08,CS,Freshman,87
S01013,Student_1013,2.76,CS,Senior,43
S01016,Student_1016,2.23,CS,Freshman,104
S01028,Student_1028,2.08,CS,Junior,7
S01036,Student_1036,2.94,CS,Freshman,18
S01037,Student_1037,2.48,CS,Freshman,92
S01066,Student_1066,3.09,CS,Senior,35
S01075,Student_1075,2.3,CS,Junior,77
S01083,Student_1083,2.77,CS,Junior,72
S01095,Student_1095,3.37,CS,Junior,34
S01100,Student_1100,2.47,CS,Junior,70
S01119,Student_1119,2.88,CS,Junior,44
S01124,Student_1124,3.44,CS,Sophomore,95
S01130,Student_1130,3.11,CS,Freshman,25
S01134,Student_1134,2.34,CS,Junior,29
S01136,Student_1136,3.44,CS,Freshman,26
S01139,Student_1139,3.0,CS,Junior,125
S01140,Student_1140,3.07,CS,Junior,97
S01157,Student_1157,2.36,CS,Freshman,54
S01171,Student_1171,2.77,CS,Junior,133
S01172,Student_1172,3.43,CS,Freshman,98
S01190,Student_1190,2.9,CS,Junior,89
S01195,Student_1195,2.72,CS,Sophomore,87
S01196,Student_1196,3.28,CS,Senior,23
S01202,Student_1202,3.31,CS,Senior,18
S01218,Student_1218,1.89,CS,Sophomore,93
S01220,Student_1220,3.39,CS,Senior,120
S01227,Student_1227,2.3,CS,Senior,132
S01256,Student_1256,2.83,CS,Senior,2
S01282,Student_1282,2.85,CS,Sophomore,18
S01287,Student_1287,1.82,CS,Sophomore,81
S01315,Student_1315,3.34,CS,Freshman,48
S01317,Student_1317,3.23,CS,Junior,109
S01321,Student_1321,3.3,CS,Sophomore,0
S01323,Student_1323,3.05,CS,Junior,93
S01328,Student_1328,2.26,CS,Sophomore,74
S01330,Student_1330,1.81,CS,Senior,34
S01342,Student_1342,3.3,CS,Sophomore,17
S01354,Student_1354,2.47,CS,Freshman,123
S01360,Student_1360,2.2,CS,Senior,2
S01365,Student_1365,1.98,CS,Senior,14
S01377,Student_1377,3.31,CS,Sophomore,62
S01382,Student_1382,2.53,CS,Freshman,26
S01384,Student_1384,1.8,CS,Senior,11
S01396,Student_1396,2.22,CS,Freshman,6
S01416,Student_1416,2.86,CS,Freshman,120
S01431,Student_1431,3.34,CS,Junior,73
S01436,Student_1436,2.73,CS,Senior,5
S01473,Student_1473,2.04,CS,Freshman,54
S01480,Student_1480,3.37,CS,Freshman,53
S01491,Student_1491,3.15,CS,Freshman,75
S01497,Student_1497,3.34,CS,Junior,46
S01498,Student_1498,2.29,CS,Senior,7
S01504,Student_1504,2.48,CS,Senior,82
S01521,Student_1521,3.47,CS,Junior,80
S01527,Student_1527,3.16,CS,Junior,108
S01531,Student_1531,2.01,CS,Junior,31
S01545,Student_1545,1.98,CS,Senior,55
S01559,Student_1559,2.79,CS,Freshman,59
S01571,Student_1571,2.95,CS,Sophomore,109
S01576,Student_1576,1.62,CS,Sophomore,34
S01588,Student_1588,1.6,CS,Freshman,140
S01591,Student_1591,1.94,CS,Senior,117
S01606,Student_1606,1.79,CS,Freshman,99
S01608,Student_1608,3.29,CS,Junior,42
S01632,Student_1632,2.9,CS,Sophomore,97
S01641,Student_1641,2.36,CS,Senior,134
S01657,Student_1657,1.73,CS,Junior,87
S01680,Student_1680,3.03,CS,Freshman,38
S01693,Student_1693,2.39,CS,Sophomore,83
S01700,Student_1700,1.64,CS,Senior,13
S01702,Student_1702,1.92,CS,Freshman,98
S01706,Student_1706,3.34,CS,Junior,115
S01707,Student_1707,2.49,CS,Junior,67
S01715,Student_1715,2.69,CS,Junior,43
S01732,Student_1732,1.51,CS,Freshman,92
S01737,Student_1737,2.34,CS,Freshman,105
S01740,Student_1740,1.97,CS,Freshman,52
S01744,Student_1744,2.67,CS,Sophomore,16
S01746,Student_1746,2.33,CS,Freshman,73
S01762,Student_1762,2.5,CS,Junior,66
S01776,Student_1776,1.79,CS,Junior,65
S01788,Student_1788,1.96,CS,Senior,114
S01794,Student_1794,2.29,CS,Freshman,30
S01802,Student_1802,2.13,CS,Senior,56
S01818,Student_1818,2.59,CS,Freshman,79
S01819,Student_1819,2.87,CS,Sophomore,35
S01843,Student_1843,1.71,CS,Junior,71
S01854,Student_1854,3.44,CS,Junior,91
S01864,Student_1864,3.1,CS,Junior,122
S01884,Student_1884,2.65,CS,Junior,40
S01885,Student_1885,2.77,CS,Freshman,123
S01892,Student_1892,2.69,CS,Senior,112
S01896,Student_1896,1.61,CS,Freshman,54
S01906,Student_1906,2.21,CS,Junior,37
S01910,Student_1910,1.93,CS,Senior,12
S01918,Student_1918,2.89,CS,Senior,61
S01922,Student_1922,2.24,CS,Senior,76
S01926,Student_1926,2.01,CS,Junior,79
S01934,Student_1934,2.54,CS,Senior,86
S01947,Student_1947,3.38,CS,Sophomore,82
S01950,Student_1950,2.58,CS,Junior,49
S01951,Student_1951,3.04,CS,Sophomore,20
S01953,Student_1953,1.67,CS,Senior,71
S01963,Student_1963,2.94,CS,Senior,77
S01977,Student_1977,3.0,CS,Junior,5
S01986,Student_1986,3.32,CS,Junior,3
S02002,Student_2002,2.55,CS,Senior,139
S02020,Student_2020,2.95,CS,Senior,10
S02025,Student_2025,2.55,CS,Sophomore,124
S02031,Student_2031,1.51,CS,Freshman,61
S02040,Student_2040,2.8,CS,Sophomore,25
S02065,Student_2065,3.04,CS,Junior,75
S02094,Student_2094,2.87,CS,Freshman,109
S02109,Student_2109,1.87,CS,Junior,29
S02138,Student_2138,2.17,CS,Freshman,12
S02141,Student_2141,1.79,CS,Junior,106
S02144,Student_2144,2.37,CS,Junior,4
S02153,Student_2153,3.29,CS,Freshman,84
S02181,Student_2181,3.0,CS,Sophomore,40
S02192,Student_2192,3.32,CS,Junior,46
S02201,Student_2201,1.72,CS,Senior,79
S02214,Student_2214,2.05,CS,Freshman,35
S02216,Student_2216,1.91,CS,Senior,18
S02226,Student_2226,3.04,CS,Freshman,110
S02230,Student_2230,1.74,CS,Sophomore,67
S02233,Student_2233,2.35,CS,Sophomore,77
S02234,Student_2234,1.86,CS,Junior,102
S02242,Student_2242,3.26,CS,Freshman,59
S02249,Student_2249,3.42,CS,Junior,3
S02254,Student_2254,1.98,CS,Junior,86
S02283,Student_2283,1.88,CS,Senior,54
S02285,Student_2285,2.28,CS,Sophomore,127
S02293,Student_2293,1.66,CS,Freshman,63
S02299,Student_2299,2.2,CS,Sophomore,43
S02302,Student_2302,2.41,CS,Sophomore,76
S02307,Student_2307,1.76,CS,Junior,45
S02308,Student_2308,2.97,CS,Sophomore,22
S02311,Student_2311,3.44,CS,Junior,114
S02321,Student_2321,1.74,CS,Sophomore,6
S02324,Student_2324,1.53,CS,Sophomore,41
S02329,Student_2329,3.07,CS,Freshman,135
S02337,Student_2337,2.93,CS,Freshman,81
S02349,Student_2349,3.4,CS,Sophomore,68
S02366,Student_2366,2.45,CS,Sophomore,32
S02371,Student_2371,1.92,CS,Senior,44
S02396,Student_2396,3.1,CS,Junior,45
S02399,Student_2399,2.53,CS,Freshman,101
S02404,Student_2404,1.59,CS,Senior,133
S02418,Student_2418,2.29,CS,Freshman,120
S02425,Student_2425,2.09,CS,Junior,88
S02428,Student_2428,1.83,CS,Sophomore,140
S02459,Student_2459,2.95,CS,Junior,101
S02461,Student_2461,1.88,CS,Sophomore,74
S02463,Student_2463,2.53,CS,Senior,102
S02466,Student_2466,1.87,CS,Junior,129
S02473,Student_2473,1.9,CS,Junior,31
S02516,Student_2516,2.57,CS,Freshman,72
S02524,Student_2524,1.75,CS,Sophomore,130
S02530,Student_2530,2.83,CS,Freshman,118
S02545,Student_2545,1.9,CS,Freshman,37
S02546,Student_2546,2.01,CS,Freshman,108
S02587,Student_2587,1.65,CS,Senior,107
S02611,Student_2611,1.91,CS,Junior,54
S02617,Student_2617,1.93,CS,Junior,68
S02619,Student_2619,2.86,CS,Junior,47
S02620,Student_2620,1.71,CS,Sophomore,38
S02623,Student_2623,1.93,CS,Senior,20
S02627,Student_2627,3.24,CS,Senior,32
S02631,Student_2631,2.06,CS,Junior,103
S02644,Student_2644,1.57,CS,Junior,72
S02645,Student_2645,2.47,CS,Senior,3
S02654,Student_2654,1.56,CS,Junior,56
S02658,Student_2658,2.13,CS,Senior,76
S02663,Student_2663,3.27,CS,Freshman,110
S02667,Student_2667,3.29,CS,Freshman,85
S02673,Student_2673,3.4,CS,Freshman,110
S02674,Student_2674,3.36,CS,Junior,52
S02678,Student_2678,3.12,CS,Junior,7
S02679,Student_2679,2.75,CS,Junior,86
S02724,Student_2724,1.54,CS,Freshman,65
S02741,Student_2741,3.42,CS,Junior,3
S02758,Student_2758,2.37,CS,Junior,139
S02772,Student_2772,2.1,CS,Sophomore,27
S02781,Student_2781,2.33,CS,Senior,113
S02784,Student_2784,3.39,CS,Sophomore,15
S02791,Student_2791,2.43,CS,Junior,1
S02799,Student_2799,2.76,CS,Freshman,66
S02805,Student_2805,2.15,CS,Freshman,50
S02810,Student_2810,3.1,CS,Freshman,70
S02836,Student_2836,2.22,CS,Senior,112
S02844,Student_2844,3.1,CS,Freshman,24
S02845,Student_2845,1.92,CS,Junior,122
S02847,Student_2847,2.75,CS,Sophomore,74
S02851,Student_2851,3.27,CS,Sophomore,12
S02857,Student_2857,1.79,CS,Junior,60
S02860,Student_2860,1.82,CS,Freshman,112
S02862,Student_2862,1.97,CS,Junior,45
S02883,Student_2883,1.88,CS,Senior,38
S02889,Student_2889,3.17,CS,Senior,112
S02896,Student_2896,1.52,CS,Senior,52
S02897,Student_2897,2.22,CS,Sophomore,7
S02906,Student_2906,1.88,CS,Junior,117
S02909,Student_2909,1.92,CS,Freshman,67
S02938,Student_2938,2.94,CS,Sophomore,73
S02952,Student_2952,1.65,CS,Senior,88
S02957,Student_2957,3.02,CS,Sophomore,5
S02962,Student_2962,3.09,CS,Sophomore,50
S02975,Student_2975,1.86,CS,Freshman,89
S02986,Student_2986,2.3,CS,Junior,0
S02993,Student_2993,2.24,CS,Senior,45
S03002,Student_3002,2.83,CS,Freshman,139
S03003,Student_3003,2.9,CS,Junior,27
S03007,Student_3007,3.32,CS,Senior,60
S03011,Student_3011,3.22,CS,Senior,62
S03015,Student_3015,3.33,CS,Junior,139
S03018,Student_3018,2.48,CS,Junior,33
S03031,Student_3031,2.35,CS,Sophomore,81
S03033,Student_3033,2.87,CS,Junior,46
S03037,Student_3037,2.02,CS,Senior,114
S03046,Student_3046,1.53,CS,Sophomore,15
S03053,Student_3053,2.16,CS,Freshman,126
S03069,Student_3069,3.39,CS,Junior,7
S03075,Student_3075,2.86,CS,Sophomore,26
S03076,Student_3076,1.58,CS,Sophomore,130
S03078,Student_3078,2.43,CS,Sophomore,118
S03082,Student_3082,2.83,CS,Sophomore,20
S03097,Student_3097,1.64,CS,Junior,118
S03099,Student_3099,2.62,CS,Freshman,14
S03107,Student_3107,2.56,CS,Senior,41
S03112,Student_3112,3.27,CS,Sophomore,139
S03122,Student_3122,1.87,CS,Freshman,99
S03127,Student_3127,3.03,CS,Sophomore,97
S03157,Student_3157,1.73,CS,Senior,10
S03164,Student_3164,2.64,CS,Junior,120
S03165,Student_3165,3.5,CS,Junior,85
S03179,Student_3179,2.24,CS,Sophomore,32
S03181,Student_3181,2.18,CS,Sophomore,139
S03192,Student_3192,1.79,CS,Freshman,13
S03199,Student_3199,2.14,CS,Freshman,42
S03209,Student_3209,2.15,CS,Senior,137
S03212,Student_3212,1.57,CS,Junior,111
S03227,Student_3227,2.96,CS,Senior,18
S03234,Student_3234,2.79,CS,Junior,106
S03245,Student_3245,2.82,CS,Sophomore,18
S03267,Student_3267,3.47,CS,Senior,93
S03273,Student_3273,2.57,CS,Freshman,116
S03277,Student_3277,1.65,CS,Freshman,26
S03295,Student_3295,1.67,CS,Sophomore,12
S03296,Student_3296,3.08,CS,Junior,34
S03299,Student_3299,2.28,CS,Freshman,103
S03320,Student_3320,1.86,CS,Senior,82
S03333,Student_3333,2.63,CS,Senior,127
S03336,Student_3336,3.27,CS,Senior,15
S03352,Student_3352,2.21,CS,Sophomore,131
S03355,Student_3355,2.81,CS,Sophomore,103
S03361,Student_3361,2.3,CS,Freshman,73
S03391,Student_3391,2.38,CS,Junior,80
S03401,Student_3401,3.4,CS,Sophomore,48
S03410,Student_3410,2.48,CS,Freshman,69
S03414,Student_3414,2.2,CS,Junior,83
S03426,Student_3426,3.19,CS,Junior,6
S03427,Student_3427,1.56,CS,Junior,70
S03428,Student_3428,2.05,CS,Freshman,112
S03429,Student_3429,2.65,CS,Sophomore,8
S03432,Student_3432,1.87,CS,Freshman,25
S03449,Student_3449,1.79,CS,Freshman,58
S03452,Student_3452,2.11,CS,Sophomore,29
S03465,Student_3465,2.52,CS,Freshman,112
S03470,Student_3470,1.85,CS,Junior,2
S03494,Student_3494,3.24,CS,Junior,51
S03508,Student_3508,1.98,CS,Junior,32
S03517,Student_3517,1.68,CS,Sophomore,120
S03524,Student_3524,3.15,CS,Freshman,91
S03542,Student_3542,2.11,CS,Freshman,99
S03551,Student_3551,2.01,CS,Freshman,130
S03569,Student_3569,1.9,CS,Sophomore,18
S03573,Student_3573,2.18,CS,Senior,81
S03590,Student_3590,2.75,CS,Freshman,61
S03602,Student_3602,3.34,CS,Junior,140
S03603,Student_3603,3.33,CS,Sophomore,36
S03606,Student_3606,2.78,CS,Senior,22
S03613,Student_3613,3.23,CS,Junior,34
S03614,Student_3614,2.79,CS,Senior,136
S03662,Student_3662,2.23,CS,Senior,1
S03670,Student_3670,2.38,CS,Senior,104
S03674,Student_3674,3.22,CS,Sophomore,35
S03676,Student_3676,2.89,CS,Senior,95
S03679,Student_3679,2.62,CS,Sophomore,134
S03681,Student_3681,2.98,CS,Junior,88
S03684,Student_3684,2.88,CS,Senior,114
S03696,Student_3696,1.97,CS,Sophomore,18
S03701,Student_3701,2.17,CS,Sophomore,122
S03712,Student_3712,1.53,CS,Senior,80
S03723,Student_3723,1.55,CS,Sophomore,109
S03725,Student_3725,2.23,CS,Senior,84
S03736,Student_3736,3.04,CS,Freshman,112
S03740,Student_3740,3.21,CS,Senior,0
S03764,Student_3764,1.5,CS,Senior,73
S03767,Student_3767,2.78,CS,Junior,81
S03770,Student_3770,1.61,CS,Sophomore,84
S03774,Student_3774,2.11,CS,Freshman,73
S03778,Student_3778,3.07,CS,Junior,22
S03794,Student_3794,3.42,CS,Freshman,112
S03795,Student_3795,3.49,CS,Freshman,113
S03799,Student_3799,1.9,CS,Freshman,27
S03809,Student_3809,1.54,CS,Sophomore,33
S03816,Student_3816,2.91,CS,Sophomore,118
S03820,Student_3820,3.1,CS,Junior,2
S03822,Student_3822,3.4,CS,Junior,105
S03826,Student_3826,1.82,CS,Freshman,117
S03831,Student_3831,1.89,CS,Senior,111
S03836,Student_3836,2.28,CS,Sophomore,39
S03843,Student_3843,1.5,CS,Sophomore,125
S03849,Student_3849,2.03,CS,Freshman,70
S03850,Student_3850,2.42,CS,Junior,17
S03867,Student_3867,1.92,CS,Junior,18
S03896,Student_3896,2.07,CS,Freshman,19
S03912,Student_3912,2.76,CS,Sophomore,43
S03913,Student_3913,2.65,CS,Freshman,119
S03926,Student_3926,2.79,CS,Senior,110
S03929,Student_3929,2.44,CS,Sophomore,102
S03939,Student_3939,2.83,CS,Freshman,15
S03946,Student_3946,2.25,CS,Sophomore,140
S03948,Student_3948,3.04,CS,Sophomore,38
S03958,Student_3958,3.21,CS,Junior,97
S03959,Student_3959,1.73,CS,Freshman,41
S03971,Student_3971,3.18,CS,Freshman,27
S03972,Student_3972,1.87,CS,Freshman,84
S03987,Student_3987,3.22,CS,Sophomore,45
S03990,Student_3990,2.28,CS,Junior,139
S03996,Student_3996,2.26,CS,Freshman,92
S04003,Student_4003,2.75,CS,Freshman,31
S04024,Student_4024,1.51,CS,Sophomore,86
S04027,Student_4027,1.5,CS,Freshman,121
S04064,Student_4064,2.2,CS,Senior,39
S04095,Student_4095,3.21,CS,Sophomore,95
S04120,Student_4120,1.87,CS,Junior,17
S04139,Student_4139,3.11,CS,Sophomore,61
S04149,Student_4149,3.48,CS,Freshman,77
S04154,Student_4154,1.65,CS,Junior,22
S04156,Student_4156,3.3,CS,Senior,121
S04162,Student_4162,1.73,CS,Senior,69
S04179,Student_4179,2.48,CS,Freshman,21
S04196,Student_4196,1.89,CS,Senior,124
S04199,Student_4199,1.97,CS,Senior,13
S04202,Student_4202,2.99,CS,Sophomore,33
S04215,Student_4215,2.13,CS,Sophomore,17
S04221,Student_4221,3.01,CS,Sophomore,89
S04225,Student_4225,3.26,CS,Junior,14
S04226,Student_4226,2.06,CS,Sophomore,84
S04230,Student_4230,2.55,CS,Freshman,90
S04234,Student_4234,2.49,CS,Senior,12
S04263,Student_4263,2.4,CS,Senior,53
S04265,Student_4265,1.91,CS,Sophomore,81
S04280,Student_4280,2.47,CS,Freshman,135
S04290,Student_4290,2.95,CS,Sophomore,70
S04291,Student_4291,1.96,CS,Sophomore,94
S04306,Student_4306,3.26,CS,Senior,86
S04308,Student_4308,2.41,CS,Junior,95
S04309,Student_4309,3.38,CS,Sophomore,139
S04314,Student_4314,2.99,CS,Freshman,98
S04318,Student_4318,2.63,CS,Junior,62
S04335,Student_4335,3.1,CS,Freshman,44
S04350,Student_4350,1.62,CS,Junior,90
S04362,Student_4362,2.7,CS,Sophomore,34
S04375,Student_4375,3.02,CS,Senior,93
S04379,Student_4379,2.83,CS,Junior,97
S04382,Student_4382,3.02,CS,Freshman,36
S04390,Student_4390,3.11,CS,Junior,112
S04399,Student_4399,2.32,CS,Senior,129
S04402,Student_4402,2.65,CS,Sophomore,23
S04405,Student_4405,3.09,CS,Senior,63
S04409,Student_4409,3.04,CS,Junior,58
S04413,Student_4413,1.9,CS,Senior,102
S04423,Student_4423,3.08,CS,Sophomore,123
S04428,Student_4428,3.03,CS,Freshman,21
S04430,Student_4430,2.43,CS,Senior,121
S04441,Student_4441,1.55,CS,Senior,127
S04456,Student_4456,2.13,CS,Senior,9
S04465,Student_4465,2.96,CS,Sophomore,56
S04471,Student_4471,3.38,CS,Sophomore,5
S04501,Student_4501,2.21,CS,Freshman,122
S04508,Student_4508,2.16,CS,Sophomore,48
S04509,Student_4509,2.65,CS,Sophomore,21
S04510,Student_4510,2.77,CS,Junior,43
S04513,Student_4513,2.13,CS,Junior,105
S04519,Student_4519,2.02,CS,Freshman,41
S04520,Student_4520,1.57,CS,Junior,117
S04528,Student_4528,2.99,CS,Senior,97
S04532,Student_4532,1.85,CS,Sophomore,126
S04541,Student_4541,2.16,CS,Freshman,84
S04553,Student_4553,2.98,CS,Freshman,56
S04557,Student_4557,1.6,CS,Sophomore,20
S04566,Student_4566,3.47,CS,Freshman,0
S04581,Student_4581,3.11,CS,Freshman,25
S04594,Student_4594,1.6,CS,Junior,44
S04598,Student_4598,1.6,CS,Senior,65
S04600,Student_4600,1.97,CS,Senior,74
S04616,Student_4616,2.92,CS,Freshman,79
S04644,Student_4644,1.54,CS,Junior,132
S04651,Student_4651,2.56,CS,Senior,96
S04663,Student_4663,3.01,CS,Freshman,50
S04668,Student_4668,2.4,CS,Freshman,81
S04673,Student_4673,2.96,CS,Senior,113
S04677,Student_4677,2.16,CS,Senior,70
S04678,Student_4678,2.16,CS,Senior,17
S04697,Student_4697,3.2,CS,Freshman,26
S04705,Student_4705,1.83,CS,Sophomore,116
S04710,Student_4710,3.29,CS,Freshman,42
S04718,Student_4718,3.38,CS,Sophomore,120
S04723,Student_4723,3.38,CS,Junior,42
S04724,Student_4724,2.01,CS,Junior,60
S04729,Student_4729,2.52,CS,Senior,14
S04742,Student_4742,1.68,CS,Sophomore,126
S04759,Student_4759,2.99,CS,Junior,113
S04766,Student_4766,2.55,CS,Junior,84
S04769,Student_4769,1.75,CS,Sophomore,40
S04788,Student_4788,2.97,CS,Sophomore,111
S04791,Student_4791,1.55,CS,Junior,4
S04793,Student_4793,2.1,CS,Junior,88
S04803,Student_4803,2.52,CS,Senior,78
S04815,Student_4815,3.21,CS,Junior,69
S04817,Student_4817,1.53,CS,Senior,41
S04831,Student_4831,1.7,CS,Junior,62
S04842,Student_4842,2.73,CS,Freshman,14
S04852,Student_4852,3.16,CS,Freshman,38
S04855,Student_4855,3.27,CS,Junior,137
S04861,Student_4861,1.87,CS,Junior,60
S04868,Student_4868,3.22,CS,Freshman,44
S04880,Student_4880,2.41,CS,Sophomore,75
S04886,Student_4886,1.62,CS,Senior,68
S04910,Student_4910,1.91,CS,Sophomore,61
S04924,Student_4924,2.25,CS,Senior,11
S04933,Student_4933,3.5,CS,Freshman,91
S04939,Student_4939,2.9,CS,Senior,22
S04956,Student_4956,2.98,CS,Junior,106
S04965,Student_4965,3.16,CS,Junior,33
S04968,Student_4968,2.68,CS,Senior,101
S04970,Student_4970,3.38,CS,Freshman,52
S04974,Student_4974,1.91,CS,Sophomore,86
S04976,Student_4976,1.9,CS,Junior,33
S04978,Student_4978,2.99,CS,Senior,28
S04979,Student_4979,3.2,CS,Sophomore,8
S05001,Student_5001,2.54,CS,Freshman,52
S05006,Student_5006,1.92,CS,Sophomore,55
S05015,Student_5015,2.54,CS,Senior,47
S05017,Student_5017,2.52,CS,Freshman,84
S05021,Student_5021,2.55,CS,Sophomore,7
S05022,Student_5022,3.24,CS,Senior,82
S05025,Student_5025,2.33,CS,Junior,77
S05039,Student_5039,2.31,CS,Sophomore,110
S05053,Student_5053,2.97,CS,Senior,123
S05064,Student_5064,2.58,CS,Sophomore,127
S05084,Student_5084,3.24,CS,Junior,78
S05090,Student_5090,2.23,CS,Sophomore,117
S05096,Student_5096,2.37,CS,Freshman,23
S05108,Student_5108,2.05,CS,Freshman,20
S05125,Student_5125,3.42,CS,Sophomore,126
S05126,Student_5126,2.53,CS,Junior,35
S05128,Student_5128,1.64,CS,Senior,78
S05134,Student_5134,3.11,CS,Senior,80
